1500100198,于景行,理科四班,320
1500100199,陆慕易,文科三班,391
1500100200,丁香巧,理科一班,246
1500100201,骆鸿卓,文科六班,247
1500100202,干曜瑞,文科三班,268
1500100203,董旭彬,理科六班,250
1500100204,屠昆纬,理科六班,398
1500100205,池景明,理科六班,392
1500100206,暴鹏池,文科六班,355
1500100207,卜幼南,文科二班,275
1500100208,曹曼岚,理科四班,451
1500100209,俞海逸,文科二班,403
1500100210,苏代萱,理科四班,327
1500100211,米绮晴,理科一班,453
1500100212,单旭鹏,理科二班,349
1500100213,赵又绿,理科五班,351
1500100214,嵇运盛,理科三班,360
1500100215,费华晖,理科六班,358
1500100216,都凡梅,理科五班,344
1500100217,弘寄南,文科一班,397
1500100218,嵇幻巧,理科四班,453
1500100219,万青旋,理科六班,399
1500100220,向安寒,文科五班,442
1500100221,费智伟,理科六班,320
1500100222,赵嘉澍,文科六班,299
1500100223,殷醉波,文科二班,319
1500100224,裴昂熙,理科六班,297
1500100225,安振平,理科一班,412
1500100226,应金鹏,理科四班,225
1500100227,宗振凯,文科二班,326
1500100228,孙鑫鹏,理科六班,480
1500100229,逯冬萱,文科三班,294
1500100230,扶问寒,理科三班,295
1500100231,桂痴安,文科三班,218
1500100232,石寄琴,文科一班,291
1500100233,师昆鹏,理科六班,468
1500100234,广智杰,理科二班,219
1500100235,沈香巧,理科一班,520
1500100236,舄以山,文科二班,371
1500100237,贺辰钊,理科五班,378
1500100238,隗鸿志,文科五班,322
1500100239,余向南,文科四班,301
1500100240,车惜玉,理科三班,398
1500100241,石怀绿,文科四班,400
1500100242,舒智阳,理科六班,294
1500100243,谢元柏,理科五班,424
1500100244,劳若枫,文科三班,314
1500100245,苏旭彬,文科六班,393
1500100246,丁运凡,文科二班,463
1500100247,戈晗日,文科六班,480
1500100248,盛学智,文科二班,182
1500100249,扈振翱,文科三班,212
1500100250,敖景明,文科五班,272
1500100251,曹德昌,理科四班,226
1500100252,巴向薇,理科六班,241
1500100253,管昌黎,文科四班,401
1500100254,阴鸿朗,理科三班,411
1500100255,国平安,文科六班,383
1500100256,曹振锐,理科一班,285
1500100257,山旭东,理科四班,314
1500100258,湛昌勋,文科四班,604
1500100259,关凡梦,文科六班,330
1500100260,庄惜芹,文科五班,345
1500100261,蓬昌勋,理科三班,484
1500100262,黎盼烟,理科六班,460
1500100263,姚昆鹏,理科二班,457
1500100264,俞俊晖,文科三班,492
1500100265,融寻桃,文科四班,357
1500100266,葛亦竹,理科五班,418
1500100267,应浩波,理科二班,307
1500100268,龙震博,理科三班,349
1500100269,胡芷荷,文科四班,378
1500100270,贡海之,文科六班,456
1500100271,龙浩初,理科六班,298
1500100272,蔡起运,文科四班,378
1500100273,相寒安,文科一班,418
1500100274,贝怀瑶,理科一班,369
1500100275,关昆皓,文科三班,504
1500100276,庾运鹏,文科一班,176
1500100277,舒笑卉,文科四班,374
1500100278,钭寄容,文科三班,407
1500100279,蔚盼曼,文科六班,446
1500100280,邓若松,理科四班,341
1500100281,叶运凯,文科三班,385
1500100282,蔡凡白,理科三班,304
1500100283,侯千风,文科三班,418
1500100284,昝寄琴,理科五班,406
1500100285,燕昌翰,文科三班,426
1500100286,易新之,理科一班,172
1500100287,凌觅波,理科一班,429
1500100288,竺轩昂,理科二班,201
1500100289,荆瀚钰,理科四班,169
1500100290,鱼惜玉,文科四班,384
1500100291,毋高朗,文科二班,349
1500100292,易语梦,文科五班,328
1500100293,狄惜萍,理科四班,361
1500100294,聂冰绿,文科六班,271
1500100295,贲从寒,文科三班,450
1500100296,空向南,理科六班,302
1500100297,燕运良,文科四班,297
1500100298,班冬萱,文科三班,492
1500100299,祝涵阳,文科四班,333
1500100300,吴采波,理科二班,488
1500100301,裴运凡,理科二班,405
1500100302,韩若翠,理科二班,206
1500100303,荆浩邈,理科二班,308
1500100304,车易蓉,理科五班,374
1500100305,鞠访烟,理科四班,417
1500100306,高子辰,理科二班,505
1500100307,危昊然,文科二班,460
1500100308,黄初夏,文科一班,628
1500100309,乜惜玉,文科二班,325
1500100310,边康震,理科三班,404
1500100311,阮半双,理科一班,472
1500100312,平鸿轩,文科六班,447
1500100313,席运发,文科六班,323
1500100314,符南莲,文科一班,290
1500100315,慕绮彤,文科一班,250
1500100316,秋晨轩,文科三班,426
1500100317,范盼菡,理科六班,265
1500100318,昝鸿振,文科六班,223
1500100319,贾怀曼,文科四班,373
1500100320,臧鸿晖,理科一班,318
1500100321,索旭彬,理科五班,457
1500100322,弘子辰,文科四班,405
1500100323,周德昌,理科一班,383
1500100324,竺香波,文科四班,461
1500100325,莫怀绿,理科二班,337
1500100326,居涵蓄,文科四班,330
1500100327,阴昌翰,理科二班,211
1500100328,花平卉,文科三班,331
1500100329,秦又绿,文科四班,338
1500100330,隆以旋,文科六班,357
1500100331,辛昂熙,文科二班,376
1500100332,储惜蕊,理科二班,493
1500100333,乐绮烟,文科一班,417
1500100334,倪曜曦,理科二班,428
1500100335,艾康震,理科二班,390
1500100336,扶昆明,理科五班,365
1500100337,游孤风,理科三班,455
1500100338,白之玉,文科一班,485
1500100339,终胤运,文科一班,329
1500100340,濮昆纬,理科五班,478
1500100341,闵惜萍,文科六班,425
1500100342,米昊明,文科一班,323
1500100343,桂昊东,理科三班,441
1500100344,越灵珊,理科三班,212
1500100345,廖昆纶,文科六班,318
1500100346,杭德昌,理科二班,391
1500100347,胥浩阔,文科五班,450
1500100348,路若云,文科四班,370
1500100349,寿智伟,理科二班,435
1500100350,罗易蓉,文科六班,356
1500100351,任海昌,文科五班,340
1500100352,戚碧春,文科五班,337
1500100353,邴晗昱,文科三班,523
1500100354,洪尔容,文科三班,351
1500100355,祖新曦,理科五班,405
1500100356,关小蕊,理科三班,376
1500100357,籍盼烟,理科四班,446
1500100358,苗映安,文科二班,507
1500100359,隆书雁,理科三班,418
1500100360,慎曜栋,理科五班,310
1500100361,童以山,文科五班,181
1500100362,元巧兰,理科五班,418
1500100363,郝海荣,理科一班,307
1500100364,段南蓉,理科一班,299
1500100365,闻迎梅,文科四班,391
1500100366,殷景浩,文科四班,393
1500100367,丁昌茂,文科四班,363
1500100368,濮梦竹,理科六班,388
1500100369,扈海之,理科二班,376
1500100370,翟笑天,文科一班,300
1500100371,仲浩歌,理科四班,264
1500100372,彭运恒,文科四班,431
1500100373,邢映冬,理科一班,342
1500100374,安鸿卓,理科四班,316
1500100375,蓝恨山,理科六班,349
1500100376,庾胤运,文科一班,454
1500100377,罗寻桃,文科六班,497
1500100378,余昆宇,文科二班,402
1500100379,邢绮彤,理科一班,429
1500100380,查昆峰,文科四班,227
1500100381,麴星腾,理科四班,419
1500100382,左涵蓄,理科四班,352
1500100383,那运浩,文科五班,169
1500100384,郁鸿振,理科四班,456
1500100385,潘忆之,文科一班,377
1500100386,王丹蝶,文科二班,424
1500100387,虞昊磊,文科四班,301
1500100388,阙敬曦,理科六班,443
1500100389,孔昊东,文科六班,380
1500100390,郎恨蕊,理科六班,412
1500100391,莫寄琴,文科五班,312
1500100392,童景行,文科二班,264
1500100393,樊运杰,文科六班,428
1500100394,通辰沛,文科五班,468
1500100395,张迎荷,文科六班,383
1500100396,强冬萱,理科二班,387
1500100397,能谷槐,理科五班,441
1500100398,危小玉,文科三班,319
1500100399,鱼山菡,文科六班,310
1500100400,符寄风,文科二班,324
1500100401,宋景天,理科五班,266
1500100402,利浦和,理科二班,367
1500100403,怀秋灵,文科五班,485
1500100404,储痴安,文科三班,304
1500100405,宗鸿飞,文科三班,532
1500100406,艾智伟,文科三班,476
1500100407,束昊磊,文科一班,449
1500100408,岑晓山,理科二班,372
1500100409,宓巧兰,理科二班,301
1500100410,羿芷卉,理科一班,325
1500100411,计浩皛,文科三班,443
1500100412,魏浩慨,文科二班,264
1500100413,边诗珊,理科六班,394
1500100414,杨迎丝,文科三班,344
1500100415,薄白萱,理科二班,458
1500100416,杜笑槐,理科四班,250
1500100417,沃运升,文科三班,340
1500100418,蓟海昌,文科二班,611
1500100419,戈半双,理科一班,272
1500100420,陈瀚昂,文科三班,170
1500100421,安星爵,文科二班,492
1500100422,裘向南,理科二班,205
1500100423,雷元蝶,文科六班,430
1500100424,郦鸿朗,理科四班,333
1500100425,穆南蓉,理科五班,226
1500100426,双辰皓,理科一班,367
1500100427,伏笑槐,理科四班,250
1500100428,宗笑柳,理科三班,150
1500100429,翟昆鹏,理科六班,293
1500100430,屈佑运,文科五班,431
1500100431,訾寄南,文科五班,413
1500100432,巫旭炎,文科五班,306
1500100433,袁秋荷,文科五班,345
1500100434,黎雨珍,文科三班,550
1500100435,殴紫萱,理科五班,420
1500100436,戎运凡,文科五班,300
1500100437,焦冰真,理科三班,334
1500100438,宋向南,文科六班,419
1500100439,金嘉澍,理科四班,248
1500100440,梅金鹏,文科六班,463
1500100441,廖飞莲,文科六班,446
1500100442,郎泽洋,文科一班,486
1500100443,饶曜瑞,理科三班,475
1500100444,红辰钊,理科五班,295
1500100445,柏念瑶,理科一班,227
1500100446,羊怜南,理科六班,240
1500100447,颜慕易,文科三班,348
1500100448,茹凌兰,文科三班,429
1500100449,濮从安,文科五班,389
1500100450,仲彦昌,文科三班,355
1500100451,郎海荣,文科五班,325
1500100452,辛青旋,理科二班,391
1500100453,古运良,理科四班,397
1500100454,郁向秋,文科二班,381
1500100455,鲍盼烟,理科五班,317
1500100456,鄂运凯,文科一班,385
1500100457,那鸿羲,文科四班,270
1500100458,邵凡白,文科一班,319
1500100459,阮依波,文科二班,386
1500100460,邬白容,文科五班,273
1500100461,翟凌寒,理科一班,445
1500100462,贲鸿朗,理科六班,347
1500100463,苏若芹,文科一班,401
1500100464,管笑容,理科一班,343
1500100465,倪鸿朗,理科四班,308
1500100466,卞代萱,理科五班,425
1500100467,廖谷芹,文科六班,255
1500100468,司凡雁,文科六班,268
1500100469,岑碧菡,理科三班,315
1500100470,巴书琴,理科二班,342
1500100471,钟冰真,文科三班,246
1500100472,萧香巧,理科二班,438
1500100473,袁小蕾,文科三班,410
1500100474,和凌寒,文科四班,461
1500100475,窦南莲,文科四班,293
1500100476,巫金鹏,理科一班,412
1500100477,鱼星然,文科二班,426
1500100478,邰迎荷,文科一班,435
1500100479,步天蓉,文科二班,382
1500100480,申昊磊,理科一班,221
1500100481,姬鸿禧,理科四班,301
1500100482,杨昌茂,理科五班,377
1500100483,邵海阳,理科六班,365
1500100484,蒲惜玉,理科六班,479
1500100485,幸亦巧,文科三班,447
1500100486,贡鸿云,理科五班,328
1500100487,李天蓉,理科六班,358
1500100488,丁鸿骞,理科四班,398
1500100489,顾冷霜,理科二班,287
1500100490,查白翠,文科六班,278
1500100491,富香薇,理科四班,491
1500100492,咸辰铭,理科六班,341
1500100493,訾俊晖,理科四班,251
1500100494,邢运良,理科六班,276
1500100495,戈越泽,理科六班,451
1500100496,高寄琴,文科四班,294
1500100497,蓝痴柏,理科二班,475
1500100498,靳鸿哲,理科四班,313
1500100499,陶千凡,文科二班,368
1500100500,步冰蝶,理科一班,346
1500100501,松迎梅,理科四班,515
1500100502,靳天薇,文科四班,358
1500100503,强飞昂,理科五班,441
1500100504,时傲旋,理科六班,455
1500100505,文昆鹏,文科六班,482
1500100506,相思菱,理科五班,441
1500100507,诸秋灵,理科六班,231
1500100508,曹昊伟,理科一班,341
1500100509,柏又槐,文科一班,336
1500100510,凌向薇,理科一班,342
1500100511,全景行,文科六班,396
1500100512,董思真,文科六班,280
1500100513,沙飞莲,理科三班,249
1500100514,乐震博,文科五班,295
1500100515,吉元容,理科二班,453
1500100516,江映之,理科四班,410
1500100517,常景天,文科二班,403
1500100518,乔思萱,理科二班,508
1500100519,盖巧兰,理科二班,334
1500100520,路曜灿,文科四班,372
1500100521,籍德昌,文科三班,385
1500100522,干高旻,文科五班,324
1500100523,白静枫,文科六班,289
1500100524,璩凡梦,文科四班,369
1500100525,辛宣朗,文科四班,329
1500100526,蔡昆琦,理科一班,461
1500100527,逄梦竹,文科二班,430
1500100528,边彦昌,文科六班,477
1500100529,舄思萱,文科三班,234
1500100530,强昊然,理科五班,435
1500100531,印涵易,理科一班,440
1500100532,伍盼曼,文科三班,251
1500100533,隆梦秋,文科二班,288
1500100534,宓高旻,文科五班,404
1500100535,简昆纶,文科二班,364
1500100536,栾昊苍,文科一班,327
1500100537,茹高旻,文科一班,457
1500100538,郑彦昌,文科三班,505
1500100539,莫高朗,文科四班,351
1500100540,全昆鹏,理科二班,380
1500100541,赵秋灵,理科一班,427
1500100542,邴鸿骞,理科六班,355
1500100543,仇君昊,理科二班,259
1500100544,湛鸿云,理科六班,266
1500100545,那俊晖,理科二班,450
1500100546,甄景逸,理科四班,395
1500100547,廖向南,理科五班,584
1500100548,荆觅雪,文科四班,446
1500100549,祝宛南,文科三班,507
1500100550,温若云,理科一班,314
1500100551,潘昆谊,理科一班,403
1500100552,穆凌青,文科三班,449
1500100553,晁旭鹏,理科二班,456
1500100554,饶天蓉,文科二班,291
1500100555,宗鸿晖,理科六班,368
1500100556,崔碧菡,理科五班,525
1500100557,相浩皛,文科四班,293
1500100558,诸沛凝,理科一班,280
1500100559,能千凡,理科六班,435
1500100560,卜又琴,理科二班,360
1500100561,时昂雄,理科五班,387
1500100562,怀若山,理科四班,445
1500100563,禄昆鹏,理科六班,536
1500100564,戴怜南,文科六班,374
1500100565,荆智阳,文科二班,408
1500100566,任运恒,理科二班,515
1500100567,蓬向彤,理科六班,331
1500100568,陆昂然,文科三班,196
1500100569,甘振博,文科五班,430
1500100570,韶鸿远,理科一班,390
1500100571,向星泽,文科六班,219
1500100572,臧忆香,文科三班,550
1500100573,潘俊晖,文科五班,446
1500100574,汤鸿畅,文科四班,424
1500100575,张恨桃,理科五班,271
1500100576,巢向彤,理科六班,508
1500100577,曹辰阳,文科四班,302
1500100578,殷泽洋,文科一班,397
1500100579,贺德昌,理科三班,342
1500100580,程轩昂,文科六班,546
1500100581,邢鸿畴,文科二班,445
1500100582,後千凡,文科三班,456
1500100583,封映秋,理科三班,265
1500100584,蔡昊天,理科六班,346
1500100585,穆海超,文科一班,162
1500100586,通曜文,理科三班,324
1500100587,钭恨山,文科一班,381
1500100588,束耘豪,文科六班,433
1500100589,全春冬,文科六班,155
1500100590,逄中震,理科四班,530
1500100591,麴海白,理科六班,199
1500100592,严曜栋,理科三班,258
1500100593,景越泽,文科一班,347
1500100594,凌运华,文科四班,390
1500100595,麻轩昂,理科五班,461
1500100596,田晨潍,理科六班,587
1500100597,汲谷蕊,理科四班,302
1500100598,宰金鹏,理科三班,551
1500100599,伊昆卉,理科六班,443
1500100600,侯鸿晖,理科四班,361
1500100601,蔡寻春,文科五班,441
1500100602,殳昌黎,文科一班,310
1500100603,鲁盼菡,理科五班,469
1500100604,纪瀚昂,文科五班,332
1500100605,柏星鹏,理科一班,359
1500100606,常之玉,理科二班,324
1500100607,堵迎荷,理科二班,365
1500100608,云幻莲,理科一班,330
1500100609,舒绮晴,文科二班,343
1500100610,卫昆鹏,理科六班,484
1500100611,彭浩波,理科四班,350
1500100612,简念瑶,文科六班,291
1500100613,胥语梦,理科三班,375
1500100614,邹昂然,文科六班,470
1500100615,乐高朗,文科四班,288
1500100616,崔金鹏,理科五班,402
1500100617,田德明,理科四班,480
1500100618,夏夜山,文科六班,309
1500100619,水夜山,理科一班,387
1500100620,咸鸿轩,理科三班,512
1500100621,娄依云,文科三班,426
1500100622,蓬慕卉,文科五班,345
1500100623,昝惜萍,文科五班,526
1500100624,乜昊苍,文科六班,317
1500100625,钱高旻,文科三班,281
1500100626,卜丹蝶,文科二班,240
1500100627,柏念波,文科五班,402
1500100628,杨昌翰,理科五班,421
1500100629,狄海荣,理科四班,407
1500100630,窦小萍,理科二班,354
1500100631,窦昌茂,理科二班,465
1500100632,高冰夏,理科六班,379
1500100633,冉千青,理科四班,369
1500100634,严若翠,文科四班,479
1500100635,蓬怀绿,理科四班,534
1500100636,籍昌黎,理科六班,374
1500100637,桂易蓉,理科四班,400
1500100638,饶新之,文科四班,419
1500100639,殳迎彤,理科六班,297
1500100640,纪昌黎,文科一班,521
1500100641,卞恨蕊,文科二班,430
1500100642,宗巧兰,文科四班,370
1500100643,谷旭炎,文科六班,404
1500100644,孟雁蓉,理科三班,549
1500100645,邢夏之,文科三班,492
1500100646,窦海阳,文科一班,338
1500100647,夔鸿朗,文科六班,416
1500100648,红辰钊,理科一班,320
1500100649,班鸿晖,文科三班,356
1500100650,戚云天,理科四班,343
1500100651,丁从安,文科四班,492
1500100652,农鸿晖,文科一班,391
1500100653,金浩歌,文科五班,247
1500100654,宓乐蕊,理科一班,357
1500100655,贺青易,文科六班,390
1500100656,濮曜文,文科三班,233
1500100657,邴德昌,文科六班,354
1500100658,习昂杰,文科六班,499
1500100659,祁昊天,文科二班,214
1500100660,黎白风,理科一班,278
1500100661,许华晖,理科三班,303
1500100662,仰景明,文科六班,333
1500100663,竺旭彬,文科六班,391
1500100664,桂芷卉,文科五班,358
1500100665,广元瑶,理科一班,283
1500100666,贲初夏,文科五班,328
1500100667,沃灵珊,文科三班,400
1500100668,侯从寒,文科一班,373
1500100669,余浩轩,理科一班,314
1500100670,毛翠安,理科四班,445
1500100671,盛智阳,文科四班,286
1500100672,傅宣朗,文科二班,348
1500100673,贺凡灵,理科四班,299
1500100674,薄智刚,文科三班,305
1500100675,禹依秋,理科二班,378
1500100676,璩昂杰,文科五班,354
1500100677,章幻丝,理科二班,305
1500100678,闻涵菱,文科五班,218
1500100679,尹耘涛,理科四班,460
1500100680,别景逸,文科二班,429
1500100681,步昌翰,文科三班,292
1500100682,庾亦凝,文科六班,399
1500100683,嵇念波,文科四班,362
1500100684,卜若枫,理科二班,322
1500100685,施昆颉,文科一班,349
1500100686,郜旭彬,文科三班,479
1500100687,祝辰宇,理科四班,436
1500100688,贡向南,理科四班,466
1500100689,隆涵阳,理科二班,381
1500100690,唐昌翰,文科三班,435
1500100691,闻运鸿,理科一班,336
1500100692,邱幼南,理科一班,462
1500100693,顾浩轩,理科六班,319
1500100694,訾海瑶,文科五班,320
1500100695,顾笑容,文科四班,421
1500100696,松易绿,理科三班,466
1500100697,尤新曦,文科二班,531
1500100698,傅曜栋,文科六班,277
1500100699,吕白风,文科二班,251
1500100700,冉笑槐,理科一班,331
1500100701,林觅云,文科六班,496
1500100702,冉瀚文,文科二班,270
1500100703,勾翠彤,文科五班,317
1500100704,宰华晖,理科六班,286
1500100705,殳昌翰,文科三班,449
1500100706,路曜坤,文科四班,421
1500100707,谭金鹏,文科三班,463
1500100708,陆君昊,理科六班,269
1500100709,俞昂杰,文科一班,198
1500100710,岑瀚钰,文科三班,407
1500100711,雷运华,理科三班,339
1500100712,冷鑫鹏,理科六班,198
1500100713,栾梦竹,文科四班,293
1500100714,虞飞昂,文科五班,498
1500100715,蓝依云,理科二班,246
1500100716,丰冷霜,文科六班,560
1500100717,阴妙绿,文科六班,387
1500100718,解辰韦,理科五班,265
1500100719,羿半梅,理科四班,314
1500100720,艾振博,文科五班,374
1500100721,钱泽雨,理科三班,260
1500100722,禹昆明,理科三班,289
1500100723,苏曜瑞,理科六班,363
1500100724,路星腾,文科一班,440
1500100725,董运珧,理科五班,373
1500100726,任笑容,理科五班,353
1500100727,霍昊英,理科三班,322
1500100728,龚晗昱,文科三班,401
1500100729,康幻莲,理科六班,491
1500100730,闻晓山,文科四班,455
1500100731,路涵蓄,理科二班,404
1500100732,蓝碧萱,文科二班,347
1500100733,焦鹏涛,理科五班,499
1500100734,齐运杰,文科五班,469
1500100735,阙迎梅,文科五班,435
1500100736,钭涵亮,理科四班,384
1500100737,奚俊晖,理科四班,348
1500100738,贾昂雄,文科三班,336
1500100739,项元柏,理科六班,517
1500100740,舒金鹏,文科四班,256
1500100741,毛浩阔,文科六班,358
1500100742,成昆雄,理科六班,359
1500100743,秋昆卉,文科三班,437
1500100744,池若松,文科一班,269
1500100745,危慕易,文科六班,419
1500100746,宓宛丝,理科二班,333
1500100747,储若芹,理科二班,381
1500100748,羿海昌,文科五班,424
1500100749,祝怀梦,文科五班,240
1500100750,东鸿德,理科六班,487
1500100751,裘哲瀚,文科六班,432
1500100752,经山菡,文科三班,362
1500100753,党景明,文科六班,333
1500100754,许平安,理科四班,406
1500100755,韦曦晨,文科六班,357
1500100756,尤凡梅,文科六班,413
1500100757,步宛丝,文科六班,267
1500100758,阴昌翰,文科三班,188
1500100759,洪昂然,理科一班,365
1500100760,翁绮彤,文科五班,458
1500100761,桓鸿祯,文科二班,361
1500100762,聂德明,理科二班,524
1500100763,鄂笑容,文科一班,420
1500100764,濮浩皛,文科二班,360
1500100765,郗景行,文科五班,372
1500100766,荀傲薇,文科一班,388
